,Date,from_station_name,Mean_Temperature_F,Events,number_of_trips
25193,24/07/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,67.0,Rain,6
25194,24/07/2015,Frye Art Museum / Terry Ave & Columbia St,67.0,Rain,8
25195,24/07/2015,Harvard Ave & E Pine St,67.0,Rain,9
25196,24/07/2015,Key Arena / 1st Ave N & Harrison St,67.0,Rain,18
25197,24/07/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,67.0,Rain,13
25198,24/07/2015,Lake Union Park / Valley St & Boren Ave N,67.0,Rain,13
25199,24/07/2015,NE 47th St & 12th Ave NE,67.0,Rain,5
25200,24/07/2015,Occidental Park / Occidental Ave S & S Washington St,67.0,Rain,11
25201,24/07/2015,PATH / 9th Ave & Westlake Ave,67.0,Rain,11
25202,24/07/2015,Pier 69 / Alaskan Way & Clay St,67.0,Rain,15
25203,24/07/2015,Pine St & 9th Ave,67.0,Rain,12
25204,24/07/2015,REI / Yale Ave N & John St,67.0,Rain,20
25205,24/07/2015,Republican St & Westlake Ave N,67.0,Rain,10
25206,24/07/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,67.0,Rain,11
25207,24/07/2015,Seattle University / E Columbia St & 12th Ave,67.0,Rain,9
25208,24/07/2015,Summit Ave & E Denny Way,67.0,Rain,10
25209,24/07/2015,Summit Ave E & E Republican St,67.0,Rain,13
25210,24/07/2015,Terry Ave & Stewart St,67.0,Rain,10
25211,24/07/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,67.0,Rain,1
25212,24/07/2015,UW Intramural Activities Building,67.0,Rain,1
25213,24/07/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,67.0,Rain,3
25214,24/07/2015,Westlake Ave & 6th Ave,67.0,Rain,17
25215,24/07/2016,12th Ave & E Denny Way,68.0,BLANK,2
25216,24/07/2016,12th Ave & E Mercer St,68.0,BLANK,4
25217,24/07/2016,12th Ave & E Yesler Way,68.0,BLANK,1
25218,24/07/2016,12th Ave & NE Campus Pkwy,68.0,BLANK,10
25219,24/07/2016,15th Ave E & E Thomas St,68.0,BLANK,12
25220,24/07/2016,15th Ave NE & NE 40th St,68.0,BLANK,3
25221,24/07/2016,1st Ave & Marion St,68.0,BLANK,7
25222,24/07/2016,2nd Ave & Blanchard St,68.0,BLANK,16
25223,24/07/2016,2nd Ave & Pine St,68.0,BLANK,11
25224,24/07/2016,2nd Ave & Spring St,68.0,BLANK,1
25225,24/07/2016,2nd Ave & Vine St,68.0,BLANK,12
25226,24/07/2016,3rd Ave & Broad St,68.0,BLANK,25
25227,24/07/2016,6th Ave & Blanchard St,68.0,BLANK,2
25228,24/07/2016,6th Ave S & S King St,68.0,BLANK,2
25229,24/07/2016,7th Ave & Union St,68.0,BLANK,5
25230,24/07/2016,9th Ave N & Mercer St,68.0,BLANK,9
25231,24/07/2016,Bellevue Ave & E Pine St,68.0,BLANK,4
25232,24/07/2016,Broadway and E Denny Way,68.0,BLANK,9
25233,24/07/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,68.0,BLANK,8
25234,24/07/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,68.0,BLANK,9
25235,24/07/2016,Cal Anderson Park / 11th Ave & Pine St,68.0,BLANK,16
25236,24/07/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,68.0,BLANK,5
25237,24/07/2016,City Hall / 4th Ave & James St,68.0,BLANK,2
25238,24/07/2016,Dexter Ave N & Aloha St,68.0,BLANK,7
25239,24/07/2016,E Blaine St & Fairview Ave E,68.0,BLANK,1
25240,24/07/2016,E Harrison St & Broadway Ave E,68.0,BLANK,10
25241,24/07/2016,E Pine St & 16th Ave,68.0,BLANK,9
25242,24/07/2016,Eastlake Ave E & E Allison St,68.0,BLANK,8
25243,24/07/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,68.0,BLANK,11
25244,24/07/2016,Harvard Ave & E Pine St,68.0,BLANK,5
25245,24/07/2016,Key Arena / 1st Ave N & Harrison St,68.0,BLANK,4
25246,24/07/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,68.0,BLANK,6
25247,24/07/2016,Lake Union Park / Valley St & Boren Ave N,68.0,BLANK,16
25248,24/07/2016,Mercer St & 9th Ave N,68.0,BLANK,10
25249,24/07/2016,NE 42nd St & University Way NE,68.0,BLANK,1
25250,24/07/2016,NE 47th St & 12th Ave NE,68.0,BLANK,4
25251,24/07/2016,NE Pacific St/UW Medical Center,68.0,BLANK,7
25252,24/07/2016,Occidental Park / Occidental Ave S & S Washington St,68.0,BLANK,7
25253,24/07/2016,PATH / 9th Ave & Westlake Ave,68.0,BLANK,3
25254,24/07/2016,Pier 69 / Alaskan Way & Clay St,68.0,BLANK,33
25255,24/07/2016,Pine St & 9th Ave,68.0,BLANK,6
25256,24/07/2016,REI / Yale Ave N & John St,68.0,BLANK,9
25257,24/07/2016,Republican St & Westlake Ave N,68.0,BLANK,1
25258,24/07/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,68.0,BLANK,29
25259,24/07/2016,Seattle University / E Columbia St & 12th Ave,68.0,BLANK,11
25260,24/07/2016,Summit Ave & E Denny Way,68.0,BLANK,11
25261,24/07/2016,Summit Ave E & E Republican St,68.0,BLANK,7
25262,24/07/2016,Terry Ave & Stewart St,68.0,BLANK,14
25263,24/07/2016,Thomas St & 5th Ave N,68.0,BLANK,9
25264,24/07/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,68.0,BLANK,6
25265,24/07/2016,UW Intramural Activities Building,68.0,BLANK,3
25266,24/07/2016,Union St & 4th Ave,68.0,BLANK,12
25267,24/07/2016,Westlake Ave & 6th Ave,68.0,BLANK,7
25268,24/08/2015,12th Ave & E Denny Way,66.0,BLANK,8
25269,24/08/2015,12th Ave & E Mercer St,66.0,BLANK,11
25270,24/08/2015,12th Ave & E Yesler Way,66.0,BLANK,6
25271,24/08/2015,12th Ave & NE Campus Pkwy,66.0,BLANK,7
25272,24/08/2015,15th Ave E & E Thomas St,66.0,BLANK,22
25273,24/08/2015,15th Ave NE & NE 40th St,66.0,BLANK,2
25274,24/08/2015,2nd Ave & Blanchard St,66.0,BLANK,25
25275,24/08/2015,2nd Ave & Pine St,66.0,BLANK,26
25276,24/08/2015,2nd Ave & Spring St,66.0,BLANK,15
25277,24/08/2015,2nd Ave & Vine St,66.0,BLANK,22
25278,24/08/2015,3rd Ave & Broad St,66.0,BLANK,34
25279,24/08/2015,6th Ave & Blanchard St,66.0,BLANK,10
25280,24/08/2015,6th Ave S & S King St,66.0,BLANK,11
25281,24/08/2015,7th Ave & Union St,66.0,BLANK,12
25282,24/08/2015,9th Ave N & Mercer St,66.0,BLANK,10
25283,24/08/2015,Bellevue Ave & E Pine St,66.0,BLANK,15
25284,24/08/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,66.0,BLANK,4
25285,24/08/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,66.0,BLANK,2
25286,24/08/2015,Cal Anderson Park / 11th Ave & Pine St,66.0,BLANK,25
25287,24/08/2015,City Hall / 4th Ave & James St,66.0,BLANK,8
25288,24/08/2015,Dexter Ave & Denny Way,66.0,BLANK,8
25289,24/08/2015,Dexter Ave N & Aloha St,66.0,BLANK,16
25290,24/08/2015,E Blaine St & Fairview Ave E,66.0,BLANK,9
25291,24/08/2015,E Harrison St & Broadway Ave E,66.0,BLANK,25
25292,24/08/2015,E Pine St & 16th Ave,66.0,BLANK,29
25293,24/08/2015,Eastlake Ave E & E Allison St,66.0,BLANK,4
25294,24/08/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,66.0,BLANK,9
25295,24/08/2015,Frye Art Museum / Terry Ave & Columbia St,66.0,BLANK,9
25296,24/08/2015,Harvard Ave & E Pine St,66.0,BLANK,12
25297,24/08/2015,Key Arena / 1st Ave N & Harrison St,66.0,BLANK,25
25298,24/08/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,66.0,BLANK,10
25299,24/08/2015,Lake Union Park / Valley St & Boren Ave N,66.0,BLANK,8
25300,24/08/2015,NE 42nd St & University Way NE,66.0,BLANK,2
25301,24/08/2015,NE 47th St & 12th Ave NE,66.0,BLANK,7
25302,24/08/2015,Occidental Park / Occidental Ave S & S Washington St,66.0,BLANK,6
25303,24/08/2015,PATH / 9th Ave & Westlake Ave,66.0,BLANK,11
25304,24/08/2015,Pier 69 / Alaskan Way & Clay St,66.0,BLANK,26
25305,24/08/2015,Pine St & 9th Ave,66.0,BLANK,14
25306,24/08/2015,REI / Yale Ave N & John St,66.0,BLANK,13
25307,24/08/2015,Republican St & Westlake Ave N,66.0,BLANK,7
25308,24/08/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,66.0,BLANK,18
25309,24/08/2015,Seattle University / E Columbia St & 12th Ave,66.0,BLANK,7
25310,24/08/2015,Summit Ave & E Denny Way,66.0,BLANK,12
25311,24/08/2015,Summit Ave E & E Republican St,66.0,BLANK,12
25312,24/08/2015,Terry Ave & Stewart St,66.0,BLANK,10
25313,24/08/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,66.0,BLANK,3
25314,24/08/2015,UW Intramural Activities Building,66.0,BLANK,4
25315,24/08/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,66.0,BLANK,5
25316,24/08/2015,Union St & 4th Ave,66.0,BLANK,12
25317,24/08/2015,Westlake Ave & 6th Ave,66.0,BLANK,21
25318,24/08/2016,12th Ave & E Denny Way,70.0,BLANK,5
25319,24/08/2016,12th Ave & E Mercer St,70.0,BLANK,12
25320,24/08/2016,12th Ave & NE Campus Pkwy,70.0,BLANK,6
25321,24/08/2016,15th Ave E & E Thomas St,70.0,BLANK,9
25322,24/08/2016,15th Ave NE & NE 40th St,70.0,BLANK,7
25323,24/08/2016,1st Ave & Marion St,70.0,BLANK,8
25324,24/08/2016,2nd Ave & Blanchard St,70.0,BLANK,3
25325,24/08/2016,2nd Ave & Pine St,70.0,BLANK,11
25326,24/08/2016,2nd Ave & Spring St,70.0,BLANK,2
25327,24/08/2016,2nd Ave & Vine St,70.0,BLANK,15
25328,24/08/2016,3rd Ave & Broad St,70.0,BLANK,10
25329,24/08/2016,6th Ave & Blanchard St,70.0,BLANK,12
25330,24/08/2016,6th Ave S & S King St,70.0,BLANK,6
25331,24/08/2016,7th Ave & Union St,70.0,BLANK,4
25332,24/08/2016,9th Ave N & Mercer St,70.0,BLANK,6
25333,24/08/2016,Bellevue Ave & E Pine St,70.0,BLANK,15
25334,24/08/2016,Broadway and E Denny Way,70.0,BLANK,10
25335,24/08/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,70.0,BLANK,2
25336,24/08/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,70.0,BLANK,10
25337,24/08/2016,Cal Anderson Park / 11th Ave & Pine St,70.0,BLANK,9
25338,24/08/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,70.0,BLANK,1
25339,24/08/2016,City Hall / 4th Ave & James St,70.0,BLANK,13
25340,24/08/2016,Dexter Ave N & Aloha St,70.0,BLANK,16
25341,24/08/2016,E Blaine St & Fairview Ave E,70.0,BLANK,12
25342,24/08/2016,E Harrison St & Broadway Ave E,70.0,BLANK,9
25343,24/08/2016,E Pine St & 16th Ave,70.0,BLANK,23
25344,24/08/2016,Eastlake Ave E & E Allison St,70.0,BLANK,9
25345,24/08/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,70.0,BLANK,8
25346,24/08/2016,Harvard Ave & E Pine St,70.0,BLANK,7
25347,24/08/2016,Key Arena / 1st Ave N & Harrison St,70.0,BLANK,11
25348,24/08/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,70.0,BLANK,3
25349,24/08/2016,Lake Union Park / Valley St & Boren Ave N,70.0,BLANK,10
25350,24/08/2016,Mercer St & 9th Ave N,70.0,BLANK,1
25351,24/08/2016,NE 42nd St & University Way NE,70.0,BLANK,2
25352,24/08/2016,NE 47th St & 12th Ave NE,70.0,BLANK,2
25353,24/08/2016,NE Pacific St/UW Medical Center,70.0,BLANK,6
25354,24/08/2016,Occidental Park / Occidental Ave S & S Washington St,70.0,BLANK,9
25355,24/08/2016,PATH / 9th Ave & Westlake Ave,70.0,BLANK,6
25356,24/08/2016,Pier 66 / Alaskan Way & Bell St,70.0,BLANK,10
25357,24/08/2016,Pier 69 / Alaskan Way & Clay St,70.0,BLANK,23
25358,24/08/2016,Pine St & 9th Ave,70.0,BLANK,2
25359,24/08/2016,REI / Yale Ave N & John St,70.0,BLANK,5
25360,24/08/2016,Republican St & Westlake Ave N,70.0,BLANK,8
25361,24/08/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,70.0,BLANK,13
25362,24/08/2016,Seattle University / E Columbia St & 12th Ave,70.0,BLANK,4
25363,24/08/2016,Summit Ave & E Denny Way,70.0,BLANK,8
25364,24/08/2016,Summit Ave E & E Republican St,70.0,BLANK,10
25365,24/08/2016,Terry Ave & Stewart St,70.0,BLANK,3
25366,24/08/2016,Thomas St & 5th Ave N,70.0,BLANK,5
25367,24/08/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,70.0,BLANK,7
25368,24/08/2016,UW Intramural Activities Building,70.0,BLANK,3
25369,24/08/2016,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,70.0,BLANK,4
25370,24/08/2016,Union St & 4th Ave,70.0,BLANK,10
25371,24/08/2016,Westlake Ave & 6th Ave,70.0,BLANK,21
25372,24/09/2015,12th Ave & E Denny Way,64.0,BLANK,5
25373,24/09/2015,12th Ave & E Mercer St,64.0,BLANK,14
25374,24/09/2015,12th Ave & E Yesler Way,64.0,BLANK,2
25375,24/09/2015,12th Ave & NE Campus Pkwy,64.0,BLANK,5
25376,24/09/2015,15th Ave E & E Thomas St,64.0,BLANK,17
25377,24/09/2015,15th Ave NE & NE 40th St,64.0,BLANK,6
25378,24/09/2015,1st Ave & Marion St,64.0,BLANK,9
25379,24/09/2015,2nd Ave & Blanchard St,64.0,BLANK,12
25380,24/09/2015,2nd Ave & Pine St,64.0,BLANK,19
25381,24/09/2015,2nd Ave & Spring St,64.0,BLANK,10
25382,24/09/2015,2nd Ave & Vine St,64.0,BLANK,17
25383,24/09/2015,3rd Ave & Broad St,64.0,BLANK,14
25384,24/09/2015,6th Ave & Blanchard St,64.0,BLANK,12
25385,24/09/2015,6th Ave S & S King St,64.0,BLANK,5
25386,24/09/2015,7th Ave & Union St,64.0,BLANK,9
25387,24/09/2015,9th Ave N & Mercer St,64.0,BLANK,7
25388,24/09/2015,Bellevue Ave & E Pine St,64.0,BLANK,13
25389,24/09/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,64.0,BLANK,3
25390,24/09/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,64.0,BLANK,5
25391,24/09/2015,Cal Anderson Park / 11th Ave & Pine St,64.0,BLANK,12
25392,24/09/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,64.0,BLANK,3
25393,24/09/2015,City Hall / 4th Ave & James St,64.0,BLANK,8
25394,24/09/2015,Dexter Ave & Denny Way,64.0,BLANK,19
25395,24/09/2015,Dexter Ave N & Aloha St,64.0,BLANK,10
25396,24/09/2015,E Blaine St & Fairview Ave E,64.0,BLANK,11
25397,24/09/2015,E Harrison St & Broadway Ave E,64.0,BLANK,13
25398,24/09/2015,E Pine St & 16th Ave,64.0,BLANK,27
25399,24/09/2015,Eastlake Ave E & E Allison St,64.0,BLANK,15
25400,24/09/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,64.0,BLANK,14
25401,24/09/2015,Frye Art Museum / Terry Ave & Columbia St,64.0,BLANK,8
25402,24/09/2015,Harvard Ave & E Pine St,64.0,BLANK,7
25403,24/09/2015,Key Arena / 1st Ave N & Harrison St,64.0,BLANK,11
25404,24/09/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,64.0,BLANK,7
25405,24/09/2015,Lake Union Park / Valley St & Boren Ave N,64.0,BLANK,15
25406,24/09/2015,Mercer St & 9th Ave N,64.0,BLANK,5
25407,24/09/2015,NE 47th St & 12th Ave NE,64.0,BLANK,8
25408,24/09/2015,Occidental Park / Occidental Ave S & S Washington St,64.0,BLANK,6
25409,24/09/2015,PATH / 9th Ave & Westlake Ave,64.0,BLANK,16
25410,24/09/2015,Pier 69 / Alaskan Way & Clay St,64.0,BLANK,23
25411,24/09/2015,Pine St & 9th Ave,64.0,BLANK,16
25412,24/09/2015,REI / Yale Ave N & John St,64.0,BLANK,18
25413,24/09/2015,Republican St & Westlake Ave N,64.0,BLANK,8
25414,24/09/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,64.0,BLANK,7
25415,24/09/2015,Seattle University / E Columbia St & 12th Ave,64.0,BLANK,8
25416,24/09/2015,Summit Ave & E Denny Way,64.0,BLANK,11
25417,24/09/2015,Summit Ave E & E Republican St,64.0,BLANK,14
25418,24/09/2015,Terry Ave & Stewart St,64.0,BLANK,15
25419,24/09/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,64.0,BLANK,5
25420,24/09/2015,UW Intramural Activities Building,64.0,BLANK,3
25421,24/09/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,64.0,BLANK,3
25422,24/09/2015,UW McCarty Hall / Whitman Ct,64.0,BLANK,1
25423,24/09/2015,Union St & 4th Ave,64.0,BLANK,9
25424,24/09/2015,Westlake Ave & 6th Ave,64.0,BLANK,7
25425,24/10/2014,12th Ave & E Denny Way,56.0,Rain,18
25426,24/10/2014,12th Ave & E Mercer St,56.0,Rain,32
25427,24/10/2014,12th Ave & NE Campus Pkwy,56.0,Rain,8
25428,24/10/2014,15th Ave E & E Thomas St,56.0,Rain,18
25429,24/10/2014,15th Ave NE & NE 40th St,56.0,Rain,12
25430,24/10/2014,1st Ave & Marion St,56.0,Rain,28
25431,24/10/2014,2nd Ave & Blanchard St,56.0,Rain,20
25432,24/10/2014,2nd Ave & Pine St,56.0,Rain,32
25433,24/10/2014,2nd Ave & Spring St,56.0,Rain,28
25434,24/10/2014,2nd Ave & Vine St,56.0,Rain,34
25435,24/10/2014,3rd Ave & Broad St,56.0,Rain,6
25436,24/10/2014,6th Ave & Blanchard St,56.0,Rain,20
25437,24/10/2014,6th Ave S & S King St,56.0,Rain,10
25438,24/10/2014,7th Ave & Union St,56.0,Rain,28
25439,24/10/2014,9th Ave N & Mercer St,56.0,Rain,10
25440,24/10/2014,Bellevue Ave & E Pine St,56.0,Rain,22
25441,24/10/2014,Burke Museum / E Stevens Way NE & Memorial Way NE,56.0,Rain,4
25442,24/10/2014,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,56.0,Rain,14
25443,24/10/2014,Cal Anderson Park / 11th Ave & Pine St,56.0,Rain,22
25444,24/10/2014,Children's Hospital / Sandpoint Way NE & 40th Ave NE,56.0,Rain,18
25445,24/10/2014,City Hall / 4th Ave & James St,56.0,Rain,16
25446,24/10/2014,Dexter Ave & Denny Way,56.0,Rain,12
25447,24/10/2014,Dexter Ave N & Aloha St,56.0,Rain,14
25448,24/10/2014,E Blaine St & Fairview Ave E,56.0,Rain,16
25449,24/10/2014,E Harrison St & Broadway Ave E,56.0,Rain,24
25450,24/10/2014,E Pine St & 16th Ave,56.0,Rain,28
25451,24/10/2014,Eastlake Ave E & E Allison St,56.0,Rain,12
25452,24/10/2014,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,56.0,Rain,18
25453,24/10/2014,Frye Art Museum / Terry Ave & Columbia St,56.0,Rain,16
25454,24/10/2014,Harvard Ave & E Pine St,56.0,Rain,18
25455,24/10/2014,Key Arena / 1st Ave N & Harrison St,56.0,Rain,18
25456,24/10/2014,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,56.0,Rain,4
25457,24/10/2014,Lake Union Park / Valley St & Boren Ave N,56.0,Rain,14
25458,24/10/2014,NE 42nd St & University Way NE,56.0,Rain,2
25459,24/10/2014,NE 47th St & 12th Ave NE,56.0,Rain,12
25460,24/10/2014,Occidental Park / Occidental Ave S & S Washington St,56.0,Rain,32
25461,24/10/2014,PATH / 9th Ave & Westlake Ave,56.0,Rain,34
25462,24/10/2014,Pier 69 / Alaskan Way & Clay St,56.0,Rain,28
25463,24/10/2014,Pine St & 9th Ave,56.0,Rain,12
25464,24/10/2014,REI / Yale Ave N & John St,56.0,Rain,18
25465,24/10/2014,Republican St & Westlake Ave N,56.0,Rain,24
25466,24/10/2014,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,56.0,Rain,6
25467,24/10/2014,Seattle University / E Columbia St & 12th Ave,56.0,Rain,8
25468,24/10/2014,Summit Ave & E Denny Way,56.0,Rain,16
25469,24/10/2014,Summit Ave E & E Republican St,56.0,Rain,20
25470,24/10/2014,UW Engineering Library / E Stevens Way NE & Jefferson Rd,56.0,Rain,4
25471,24/10/2014,UW Intramural Activities Building,56.0,Rain,6
25472,24/10/2014,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,56.0,Rain,10
25473,24/10/2014,UW McCarty Hall / Whitman Ct,56.0,Rain,8
25474,24/10/2014,Westlake Ave & 6th Ave,56.0,Rain,26
25475,24/10/2015,12th Ave & E Denny Way,55.0,Rain,2
25476,24/10/2015,12th Ave & E Mercer St,55.0,Rain,2
25477,24/10/2015,12th Ave & NE Campus Pkwy,55.0,Rain,6
25478,24/10/2015,15th Ave E & E Thomas St,55.0,Rain,2
25479,24/10/2015,15th Ave NE & NE 40th St,55.0,Rain,3
25480,24/10/2015,1st Ave & Marion St,55.0,Rain,7
25481,24/10/2015,2nd Ave & Blanchard St,55.0,Rain,5
25482,24/10/2015,2nd Ave & Pine St,55.0,Rain,8
25483,24/10/2015,2nd Ave & Spring St,55.0,Rain,3
25484,24/10/2015,2nd Ave & Vine St,55.0,Rain,4
25485,24/10/2015,3rd Ave & Broad St,55.0,Rain,13
25486,24/10/2015,6th Ave & Blanchard St,55.0,Rain,2
25487,24/10/2015,6th Ave S & S King St,55.0,Rain,4
25488,24/10/2015,7th Ave & Union St,55.0,Rain,1
25489,24/10/2015,9th Ave N & Mercer St,55.0,Rain,2
25490,24/10/2015,Bellevue Ave & E Pine St,55.0,Rain,6
25491,24/10/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,55.0,Rain,3
25492,24/10/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,55.0,Rain,6
25493,24/10/2015,Cal Anderson Park / 11th Ave & Pine St,55.0,Rain,7
25494,24/10/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,55.0,Rain,1
25495,24/10/2015,City Hall / 4th Ave & James St,55.0,Rain,4
25496,24/10/2015,Dexter Ave & Denny Way,55.0,Rain,1
25497,24/10/2015,Dexter Ave N & Aloha St,55.0,Rain,4
25498,24/10/2015,E Blaine St & Fairview Ave E,55.0,Rain,2
25499,24/10/2015,E Harrison St & Broadway Ave E,55.0,Rain,10
25500,24/10/2015,E Pine St & 16th Ave,55.0,Rain,17
25501,24/10/2015,Eastlake Ave E & E Allison St,55.0,Rain,2
25502,24/10/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,55.0,Rain,2
25503,24/10/2015,Frye Art Museum / Terry Ave & Columbia St,55.0,Rain,10
25504,24/10/2015,Harvard Ave & E Pine St,55.0,Rain,13
25505,24/10/2015,Key Arena / 1st Ave N & Harrison St,55.0,Rain,4
25506,24/10/2015,Lake Union Park / Valley St & Boren Ave N,55.0,Rain,1
25507,24/10/2015,NE 42nd St & University Way NE,55.0,Rain,1
25508,24/10/2015,NE 47th St & 12th Ave NE,55.0,Rain,1
25509,24/10/2015,Occidental Park / Occidental Ave S & S Washington St,55.0,Rain,2
25510,24/10/2015,PATH / 9th Ave & Westlake Ave,55.0,Rain,1
25511,24/10/2015,Pier 69 / Alaskan Way & Clay St,55.0,Rain,5
25512,24/10/2015,Pine St & 9th Ave,55.0,Rain,7
25513,24/10/2015,REI / Yale Ave N & John St,55.0,Rain,4
25514,24/10/2015,Seattle University / E Columbia St & 12th Ave,55.0,Rain,4
25515,24/10/2015,Summit Ave & E Denny Way,55.0,Rain,4
25516,24/10/2015,Summit Ave E & E Republican St,55.0,Rain,4
25517,24/10/2015,Terry Ave & Stewart St,55.0,Rain,2
25518,24/10/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,55.0,Rain,1
25519,24/10/2015,UW Intramural Activities Building,55.0,Rain,1
25520,24/10/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,55.0,Rain,2
25521,24/10/2015,Union St & 4th Ave,55.0,Rain,4
25522,24/10/2015,Westlake Ave & 6th Ave,55.0,Rain,4
25523,24/11/2014,12th Ave & E Denny Way,47.0,Rain,6
25524,24/11/2014,12th Ave & E Mercer St,47.0,Rain,4
25525,24/11/2014,12th Ave & NE Campus Pkwy,47.0,Rain,4
25526,24/11/2014,15th Ave E & E Thomas St,47.0,Rain,20
25527,24/11/2014,15th Ave NE & NE 40th St,47.0,Rain,6
25528,24/11/2014,1st Ave & Marion St,47.0,Rain,6
25529,24/11/2014,2nd Ave & Blanchard St,47.0,Rain,12
25530,24/11/2014,2nd Ave & Pine St,47.0,Rain,14
25531,24/11/2014,2nd Ave & Spring St,47.0,Rain,6
25532,24/11/2014,2nd Ave & Vine St,47.0,Rain,12
25533,24/11/2014,3rd Ave & Broad St,47.0,Rain,10
25534,24/11/2014,6th Ave & Blanchard St,47.0,Rain,8
25535,24/11/2014,6th Ave S & S King St,47.0,Rain,4
25536,24/11/2014,7th Ave & Union St,47.0,Rain,10
25537,24/11/2014,9th Ave N & Mercer St,47.0,Rain,14
25538,24/11/2014,Bellevue Ave & E Pine St,47.0,Rain,10
25539,24/11/2014,Burke Museum / E Stevens Way NE & Memorial Way NE,47.0,Rain,2
25540,24/11/2014,Cal Anderson Park / 11th Ave & Pine St,47.0,Rain,4
25541,24/11/2014,Children's Hospital / Sandpoint Way NE & 40th Ave NE,47.0,Rain,2
25542,24/11/2014,City Hall / 4th Ave & James St,47.0,Rain,6
25543,24/11/2014,Dexter Ave & Denny Way,47.0,Rain,18
25544,24/11/2014,Dexter Ave N & Aloha St,47.0,Rain,16
25545,24/11/2014,E Blaine St & Fairview Ave E,47.0,Rain,12
25546,24/11/2014,E Harrison St & Broadway Ave E,47.0,Rain,16
25547,24/11/2014,E Pine St & 16th Ave,47.0,Rain,20
25548,24/11/2014,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,47.0,Rain,4
25549,24/11/2014,Frye Art Museum / Terry Ave & Columbia St,47.0,Rain,20
25550,24/11/2014,Harvard Ave & E Pine St,47.0,Rain,8
25551,24/11/2014,Key Arena / 1st Ave N & Harrison St,47.0,Rain,4
25552,24/11/2014,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,47.0,Rain,6
25553,24/11/2014,Lake Union Park / Valley St & Boren Ave N,47.0,Rain,2
25554,24/11/2014,NE 42nd St & University Way NE,47.0,Rain,2
25555,24/11/2014,NE 47th St & 12th Ave NE,47.0,Rain,4
25556,24/11/2014,Occidental Park / Occidental Ave S & S Washington St,47.0,Rain,8
25557,24/11/2014,PATH / 9th Ave & Westlake Ave,47.0,Rain,20
25558,24/11/2014,Pier 69 / Alaskan Way & Clay St,47.0,Rain,8
25559,24/11/2014,Pine St & 9th Ave,47.0,Rain,4
25560,24/11/2014,REI / Yale Ave N & John St,47.0,Rain,34
25561,24/11/2014,Republican St & Westlake Ave N,47.0,Rain,14
